ch	pt	m	q
24	 4	0.5861	50.0887
24	 5	0.5893	49.5817
24	 6	0.5921	49.1808
24	 7	0.5788	51.2511
25	 0	0.5773	33.7936
25	 1	0.6353	23.1845
25	 2	0.6486	20.7489
25	 3	0.5494	39.0929
25	 4	0.6589	19.1574
25	 5	0.6620	18.6533
25	 6	0.6567	19.3627
25	 7	0.6426	22.1642
26	 0	0.7030	47.3215
26	 1	0.7794	37.4040
26	 2	0.8130	32.9873
26	 3	0.6655	52.3784
26	 4	0.8262	31.4729
26	 5	0.8351	30.2781
26	 6	0.8539	27.8501
26	 7	0.8331	30.5385
27	 0	0.7703	29.7038
27	 1	0.8624	16.6919
27	 2	0.9038	10.7351
27	 3	0.6638	44.9295
27	 4	0.9393	5.7277
27	 5	0.9667	1.7816
27	 6	0.9290	7.2981
27	 7	0.9208	8.3701
28	 0	0.8159	14.1799
28	 1	0.9652	-8.7585
28	 2	1.0460	-20.9242
28	 3	0.7002	32.0611
28	 4	1.0675	-24.4088
28	 5	1.1265	-33.3930
28	 6	1.0980	-29.1564
28	 7	1.0259	-17.8930
29	 0	0.8047	48.9415
29	 1	0.9828	28.9084
29	 2	1.0959	15.8862
29	 3	0.5951	72.6485
29	 4	1.2431	-0.4713
29	 5	1.2437	-0.5057
29	 6	1.2570	-1.8307
29	 7	1.1102	14.6045
30	 0	0.8193	19.6884
30	 1	1.0578	-15.0689
30	 2	1.2037	-36.4548
30	 3	0.5470	59.6183
30	 4	1.3053	-51.3914
30	 5	1.4305	-69.5392
30	 6	1.3991	-64.8597
30	 7	1.2871	-48.6137
31	 0	0.6884	41.3773
31	 1	0.9377	6.0288
31	 2	1.0949	-16.2284
31	 3	0.4934	69.4128
31	 4	1.2446	-37.6024
31	 5	1.2860	-43.5398
31	 6	1.2492	-38.1416
31	 7	1.1456	-23.3318
