ch	pt	mean	 std	median	outliers	mean_w/o_out	 std_w/o_out	    samples	 #35	 #36	 #37	 #38	 #39	 #40	 #41	 #42	 #43	 #44	 #45	 #46	 #47	 #48	 #49	 #50	 #51	 #52	 #53	 #54	 #55	 #56	 #57	 #58	 #59	 #60	 #61	 #62	 #63	 #64	 #65	 #66	 #67	 #68	 #69	 #70	 #71	 #72	 #73	 #74	 #75	 #76	 #77	 #78	 #79	 #80	 #81	 #82	 #83	 #84	 #85	 #86	 #87	 #88	 #89	 #90	 #91	 #92	 #93	 #94	 #95	 #96	 #97	 #98	 #99	#100	#101	#102	#103	#104	#105	#106	#107	#108	#109	#110	#111	#112	#113	#114	#115	#116	#117	#118	#119	#120	#121	#122	#123	#124	#125	#126	#127	#128	#129	#130	#131	#132	#133	#134	#135	#136	#137	#138	#139	#140	#141	#142	#143	#144	#145	#146	#147	#148	#149	#150	#151	#152	#153	#154	#155	#156	#157	#158	#159	#160	#161	#162	#163	#164	#165	#166	#167	#168	#169	#170	#171	#172	#173	#174	#175	#176	#177	#178	#179	#180	#181	#182	#183	#184	#185	#186	#187	#188	#189	#190	#191	#192	#193	#194	#195	#196	#197	#198	#199	#200	#201	#202	#203	#204	#205	#206	#207	#208
15	 3	 158.37	  15.85	 157.0	 141	 157.65	  7.85	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   2	   0	   1	   2	   0	   1	   4	   3	   2	   1	   1	   3	   2	   2	   0	   2	   4	   3	   4	   8	   1	   3	   1	  11	   1	   3	   5	   3	   6	   4	   9	   6	   5	   2	   7	   3	  10	   6	  14	  21	  17	  17	  20	  28	  57	  72	  44	  89	  59	   4	  92	  53	  41	  15	  20	  19	   9	  11	  10	  11	  11	   9	   6	   8	   4	   4	   7	   4	   9	   5	   3	   7	   5	   2	   2	   4	   6	   2	   2	   5	   3	   3	   1	   2	   4	   0	   1	   3	   1	   0	   2	   2	   1	   1	   0	   0	   0	   1	  14
15	 4	 156.90	   7.84	 157.0	  77	 157.22	  4.80	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   3	   1	   1	   0	   3	   0	   5	   5	   5	   3	   3	   5	   6	   1	   5	   6	   9	   6	  16	  26	  22	   9	  20	  35	  67	  81	  77	 137	  88	  13	 121	  50	  46	   4	  19	  14	  16	   5	  11	   9	  11	   4	   4	   2	   3	   1	   0	   2	   2	   2	   1	   0	   2	   2	   0	   1	   0	   0	   0	   1	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0
15	 5	 158.21	   5.44	 158.0	  35	 158.18	  4.53	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   5	   3	   0	   7	   1	   9	   1	   7	  12	  12	  15	  20	  36	  75	  57	  66	 159	  93	   8	 155	  63	  44	  21	  19	  31	  13	   7	  14	   7	  16	   4	   3	   4	   3	   0	   4	   1	   0	   1	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
15	 6	 157.60	   7.13	 158.0	  71	 157.65	  4.94	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   1	   0	   0	   2	   1	   0	   1	   1	   5	   3	   1	   6	   4	   2	  10	  12	  13	  10	  14	  11	  14	  15	  29	  26	  86	  63	  53	 114	  89	   8	 140	  49	  61	  25	  32	  16	  13	   5	  12	   6	   6	   7	   4	   4	   2	   2	   5	   2	   2	   0	   3	   2	   1	   1	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0
15	 7	 158.29	   4.20	 158.0	   6	 158.27	  4.06	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   1	   2	   1	   9	   9	  14	  12	  18	  36	  63	  70	  58	 151	 111	  12	 163	  81	  70	  20	  23	  26	  19	   3	  10	   6	   5	   1	   3	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
16	 0	 137.23	   5.39	 137.0	  97	 137.06	  2.85	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   1	   2	   0	   2	   1	   2	   2	   8	   2	   4	   5	   5	   2	   4	   7	  17	   6	  25	  41	  64	  48	 143	 145	 177	  80	  55	  50	  18	   5	  14	   8	   9	   4	   5	   3	   7	   4	   1	   5	   5	   3	   3	   1	   2	   0	   0	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
16	 1	 137.25	   5.51	 137.0	 109	 137.14	  2.85	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   4	   1	   0	   4	   4	   0	   3	   8	   1	  10	   6	   0	   6	  10	  15	  12	  16	  44	  50	  44	 130	 147	 181	  98	  50	  49	  19	   6	  12	   8	   8	   3	  11	   6	   4	   5	   3	   6	   1	   6	   2	   2	   1	   0	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
16	 2	 137.42	   5.46	 137.0	 133	 137.32	  2.96	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   3	   0	   1	   1	   3	   5	   3	   5	  10	  11	   5	  10	   6	  10	  12	  17	  42	  52	  40	 129	 141	 183	  81	  42	  43	  27	   5	  20	  17	  19	  10	  11	   9	   6	   5	   1	   3	   3	   3	   1	   1	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
16	 3	 137.88	  13.75	 137.0	 165	 137.49	  5.62	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   0	   0	   1	   4	   4	   1	   1	   1	   0	   0	   1	   1	   2	   2	   4	   4	   5	   5	   5	   3	   6	   0	   7	   8	   4	   4	   3	   3	   2	   3	   4	   8	   6	   7	  10	  11	  18	  11	  29	  44	  61	  42	  74	  92	 108	  60	  38	  50	  35	   9	  18	  21	  18	   6	   6	   8	   3	   8	  10	   5	   4	   4	   7	   8	   0	   0	   6	   5	   6	   2	   6	   8	   2	   3	   0	   4	   1	   2	   2	   3	   1	   0	   0	   3	   0	   0	   1	   1	   2	   0	   1	   0	   4	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2
16	 4	 136.75	   6.47	 137.0	 128	 136.97	  3.17	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   1	   1	   0	   2	   3	   0	   3	   5	   4	   2	   4	   6	   2	   6	  10	   6	   8	  17	  14	  14	  28	  48	  68	  41	 120	 122	 163	  81	  51	  47	  24	   2	  21	  11	  15	   6	  10	   5	   3	   3	   1	   3	   2	   2	   1	   2	   0	   0	   2	   0	   2	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
16	 5	 137.92	   4.34	 138.0	  67	 137.72	  3.09	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   1	   4	   5	   2	   8	   4	  18	   7	  19	  33	  57	  39	 116	 150	 182	  96	  57	  62	  32	  10	  32	  11	  12	   7	  14	   7	   4	   0	   2	   1	   2	   0	   2	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
16	 6	 137.06	   5.87	 137.0	 136	 137.04	  3.27	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   1	   1	   1	   3	   1	   0	   2	   3	   6	   3	   8	  14	   5	  20	  10	  31	   9	  27	  46	  58	  32	 130	 117	 173	  81	  30	  49	  28	   4	  23	  16	  12	   7	   9	   9	   8	   3	   1	   3	   3	   2	   1	   5	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
16	 7	 137.75	   3.27	 138.0	  22	 137.83	  2.96	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   1	   4	   8	  12	   5	  25	  30	  38	  44	 132	 162	 185	 130	  52	  70	  32	  10	  22	  10	  19	   4	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
17	 0	 132.41	   5.96	 133.0	 111	 132.51	  2.77	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   1	   0	   2	   1	   0	   2	   1	   7	   1	   1	   6	   4	   4	   5	   5	   7	   7	   7	   9	  12	   7	  37	  39	  99	  61	 169	 190	 110	  44	  49	  21	  14	  12	   6	  10	   1	   0	   3	   5	  12	   0	   3	   2	   6	   6	   0	   3	   2	   1	   0	   1	   1	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
17	 1	 132.33	   6.19	 133.0	 125	 132.52	  3.05	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   2	   1	   3	   0	   0	   3	   4	   3	   5	   5	   4	   2	   5	   5	   9	  11	   6	  20	  19	   4	  21	  50	 104	  67	 139	 177	 100	  37	  58	  24	  20	  14	  11	  10	   5	   2	   8	   7	   4	   1	   2	   8	   2	   4	   2	   3	   2	   2	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
17	 2	 132.61	   6.38	 133.0	 153	 132.64	  3.11	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   2	   0	   4	   0	   8	   0	   3	   7	   5	   4	   7	  12	  12	   8	   3	  14	  12	   9	  29	  41	  98	  76	 123	 176	  95	  40	  46	  22	  19	  16	  16	  15	  10	   1	  15	  15	  10	   4	   4	   5	   3	   0	   1	   3	   1	   0	   1	   1	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
17	 3	 133.18	  15.97	 133.0	 185	 132.73	  5.79	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   2	   1	   2	   3	   2	   2	   0	   0	   2	   0	   0	   1	   0	   2	   2	   3	   1	   4	   7	   3	   2	   7	   4	   5	   3	   4	   5	   6	   2	   1	   0	   9	   1	   5	   3	   5	   5	   2	   8	  11	  12	   5	  18	  21	  12	  34	  46	  80	  45	  81	 107	  56	  43	  57	  32	  26	  19	  11	  15	   9	   4	   8	   8	   7	   5	   4	   5	   6	   2	   4	   5	   7	   5	   0	   5	   2	   0	   7	   6	   9	   3	   3	   4	   0	   1	   3	   2	   1	   3	   1	   4	   0	   1	   0	   0	   1	   0	   3	   1	   1	   0	   0	   0	   0	   3	   0	   2	   1	   0	   0	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3
17	 4	 131.98	   7.42	 132.0	 164	 132.20	  3.12	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   1	   1	   0	   1	   0	   4	   0	   2	   2	   3	   6	   2	   2	   3	   6	   5	   2	   8	   8	  13	  11	  10	  20	  20	  13	  31	  41	  90	  75	 117	 176	  83	  32	  62	  30	  16	  14	   6	  13	   8	   4	  15	   9	   9	   1	   2	   2	   2	   1	   0	   2	   2	   0	   1	   2	   0	   0	   3	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
17	 5	 133.25	   5.11	 133.0	  95	 132.98	  3.22	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   1	   1	   0	   4	   4	   8	   6	   8	   5	  16	  15	   8	  20	  44	  89	  66	 136	 166	 114	  51	  55	  38	  38	  12	  17	  20	  11	   4	   8	   8	   8	   1	   6	   1	   1	   4	   0	   0	   1	   0	   0	   0	   0	   0	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
17	 6	 132.28	   6.77	 133.0	  70	 132.36	  4.70	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   2	   0	   1	   2	   2	   2	   0	   4	   1	   3	   5	   7	   8	  10	   9	  21	  10	  12	  20	  22	  10	  29	  32	 101	  68	 111	 145	  96	  33	  68	  33	  23	  20	   8	  14	   9	   6	   8	   6	   6	   4	   5	   5	   3	   3	   2	   2	   2	   1	   1	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
17	 7	 132.97	   3.74	 133.0	  41	 132.98	  3.13	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   3	   2	   2	   6	   7	  14	  13	   9	  28	  37	  89	  74	 159	 182	 113	  45	  72	  35	  41	  15	  15	  18	   9	   0	   7	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
18	 0	 150.30	   7.93	 150.0	 163	 150.16	  3.03	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   1	   0	   0	   0	   0	   0	   2	   1	   0	   0	   1	   2	   3	   1	   1	   2	   3	   1	   3	   0	   4	   5	   2	   4	   7	   9	   9	   7	  11	  12	   9	  12	  17	  46	  38	  91	 119	 131	  90	  78	  76	  69	  18	  13	  13	   5	   2	  15	   5	   5	   4	   3	   4	   4	   1	   5	   4	   1	   5	   4	   2	   5	   1	   3	   1	   2	   0	   1	   0	   1	   1	   0	   1	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
18	 1	 150.10	   8.42	 150.0	 194	 150.05	  3.00	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   1	   0	   0	   0	   1	   1	   3	   0	   1	   0	   1	   2	   2	   0	   4	   1	   5	   3	   6	   4	   5	   3	   5	  10	  14	  11	   4	   9	   9	   3	  17	  26	  51	  30	  86	 127	 113	 102	  74	  66	  50	  23	  10	  17	   2	   0	  19	   5	   9	   3	   6	   7	   8	   2	   2	   6	   2	   1	   1	   4	   4	   1	   0	   2	   7	   2	   2	   2	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
18	 2	 150.70	   8.76	 150.0	 138	 150.37	  4.39	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   1	   3	   2	   1	   1	   2	   4	   2	   1	   6	   4	   4	   5	   8	   4	   9	   6	   7	   7	   4	  10	   6	   3	  20	  20	  51	  33	  57	 128	 113	  92	  80	  66	  48	  25	  17	  23	   8	   2	  11	   9	  11	   5	   7	  10	   5	   4	   9	   6	   9	   4	   2	   5	   3	   3	   1	   4	   0	   0	   1	   1	   0	   1	   0	   0	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
